frame,rot_ke,trans_ke,effi
432,5.731599e-21,1.005504e-20,3.630664e+01,
433,2.854891e-21,5.603297e-21,3.375298e+01,
434,2.846294e-21,2.899388e-21,4.953797e+01,
435,2.838926e-21,2.077171e-21,5.774756e+01,
436,2.832286e-21,2.035476e-21,5.818457e+01,
437,2.826922e-21,2.887031e-21,4.947402e+01,
438,8.473776e-21,8.548097e-21,4.978169e+01,
439,1.411420e-20,1.272942e-20,5.257936e+01,
440,1.693909e-20,1.582811e-20,5.169527e+01,
441,2.258870e-20,2.076443e-20,5.210397e+01,
442,2.542300e-20,2.457183e-20,5.085126e+01,
443,3.109896e-20,3.068003e-20,5.033906e+01,
444,3.676907e-20,3.655160e-20,5.014830e+01,
445,4.246383e-20,4.030694e-20,5.130292e+01,
446,4.819019e-20,4.726724e-20,5.048343e+01,
447,4.543153e-20,4.444699e-20,5.054771e+01,
448,4.268086e-20,4.266662e-20,5.000834e+01,
449,3.706494e-20,3.560415e-20,5.100510e+01,
450,3.141234e-20,3.164768e-20,4.981341e+01,
451,2.576893e-20,2.487318e-20,5.088439e+01,
452,2.008921e-20,1.877039e-20,5.169691e+01,
453,1.437955e-20,1.339257e-20,5.177693e+01,
454,1.152826e-20,1.172079e-20,4.958593e+01,
455,1.154468e-20,1.033797e-20,5.275721e+01,
456,8.668199e-21,7.534629e-21,5.349806e+01,
457,8.673628e-21,6.780020e-21,5.612673e+01,
458,1.446198e-20,1.161165e-20,5.546593e+01,
459,1.735095e-20,1.576444e-20,5.239544e+01,
460,1.733910e-20,1.672838e-20,5.089635e+01,
461,2.021714e-20,1.928574e-20,5.117889e+01,
462,2.021906e-20,1.981846e-20,5.050028e+01,
463,2.022546e-20,1.914316e-20,5.137458e+01,
464,1.735165e-20,1.903335e-20,4.768901e+01,
465,1.449114e-20,1.695731e-20,4.607904e+01,
466,1.453675e-20,1.727056e-20,4.570254e+01,
467,1.458727e-20,2.021989e-20,4.190883e+01,
